annotation_id,review_uid,destination,language_review,aspecto,text_clean,input_modelo,label,origen
gm_b189204a8aef2d35__atractivos,gm_b189204a8aef2d35,Líneas y Geoglifos de Nasca y Palpa,es,atractivos,"Se veía linda la vista en el mirador pero deberían mejorar el servicio de los baños,deja mucho de que hablar.","aspecto: atractivos reseña: Se veía linda la vista en el mirador pero deberían mejorar el servicio de los baños,deja mucho de que hablar.",neutro,consenso_v2
gm_b189204a8aef2d35__accesibilidad,gm_b189204a8aef2d35,Líneas y Geoglifos de Nasca y Palpa,es,accesibilidad,"Se veía linda la vista en el mirador pero deberían mejorar el servicio de los baños,deja mucho de que hablar.","aspecto: accesibilidad reseña: Se veía linda la vista en el mirador pero deberían mejorar el servicio de los baños,deja mucho de que hablar.",neutro,consenso_v2
gm_b189204a8aef2d35__limpieza,gm_b189204a8aef2d35,Líneas y Geoglifos de Nasca y Palpa,es,limpieza,"Se veía linda la vista en el mirador pero deberían mejorar el servicio de los baños,deja mucho de que hablar.","aspecto: limpieza reseña: Se veía linda la vista en el mirador pero deberían mejorar el servicio de los baños,deja mucho de que hablar.",neutro,consenso_v2
gm_b189204a8aef2d35__atencion_servicio,gm_b189204a8aef2d35,Líneas y Geoglifos de Nasca y Palpa,es,atencion_servicio,"Se veía linda la vista en el mirador pero deberían mejorar el servicio de los baños,deja mucho de que hablar.","aspecto: atencion_servicio reseña: Se veía linda la vista en el mirador pero deberían mejorar el servicio de los baños,deja mucho de que hablar.",neutro,consenso_v2
gm_13e60ba0da8e3f5a__atractivos,gm_13e60ba0da8e3f5a,Circuito Mágico del Agua,es,atractivos,"Un parque muy aburrido, no es gran cosa ver unas cuantas piletas y su show de luces nada del otro mundo, mal sonido y ejecución. Su mejor momento fue una exposición de las artes marciales japonesas DŌ","aspecto: atractivos reseña: Un parque muy aburrido, no es gran cosa ver unas cuantas piletas y su show de luces nada del otro mundo, mal sonido y ejecución. Su mejor momento fue una exposición de las artes marciales japonesas DŌ",negativo,consenso_v2
gm_e67c03e238ba7552__atractivos,gm_e67c03e238ba7552,Reserva Nacional de Paracas,es,atractivos,Hermoso lugar con bello océano y excelente clima. La gente muy atenta y amigable. 100% recomendado para venir con sus hijos y familia,aspecto: atractivos reseña: Hermoso lugar con bello océano y excelente clima. La gente muy atenta y amigable. 100% recomendado para venir con sus hijos y familia,positivo,consenso_v2
gm_e67c03e238ba7552__atencion_servicio,gm_e67c03e238ba7552,Reserva Nacional de Paracas,es,atencion_servicio,Hermoso lugar con bello océano y excelente clima. La gente muy atenta y amigable. 100% recomendado para venir con sus hijos y familia,aspecto: atencion_servicio reseña: Hermoso lugar con bello océano y excelente clima. La gente muy atenta y amigable. 100% recomendado para venir con sus hijos y familia,neutro,consenso_v2
gm_e67c03e238ba7552__clima,gm_e67c03e238ba7552,Reserva Nacional de Paracas,es,clima,Hermoso lugar con bello océano y excelente clima. La gente muy atenta y amigable. 100% recomendado para venir con sus hijos y familia,aspecto: clima reseña: Hermoso lugar con bello océano y excelente clima. La gente muy atenta y amigable. 100% recomendado para venir con sus hijos y familia,positivo,consenso_v2
gm_e67c03e238ba7552__aforo_multitudes,gm_e67c03e238ba7552,Reserva Nacional de Paracas,es,aforo_multitudes,Hermoso lugar con bello océano y excelente clima. La gente muy atenta y amigable. 100% recomendado para venir con sus hijos y familia,aspecto: aforo_multitudes reseña: Hermoso lugar con bello océano y excelente clima. La gente muy atenta y amigable. 100% recomendado para venir con sus hijos y familia,neutro,consenso_v2
gm_1d7f339ffd6e9a2c__atractivos,gm_1d7f339ffd6e9a2c,Centro Histórico de Lima,en,atractivos,Went during Good Friday. There were loads of people coming in and out the church. There was also a procession taking place as well.,aspecto: atractivos reseña: Went during Good Friday. There were loads of people coming in and out the church. There was also a procession taking place as well.,positivo,consenso_v2
gm_6461f37e1890bdc3__atractivos,gm_6461f37e1890bdc3,Museo de Sitio Huaca Pucllana,en,atractivos,"Food was pretty generic. I wasn't too impressed. The entire time I couldnt tell who our waiter was, each time someone approached the table it was someone different. Really uncomfortable. Nice view.","aspecto: atractivos reseña: Food was pretty generic. I wasn't too impressed. The entire time I couldnt tell who our waiter was, each time someone approached the table it was someone different. Really uncomfortable. Nice view.",positivo,consenso_v2
gm_6461f37e1890bdc3__gastronomia,gm_6461f37e1890bdc3,Museo de Sitio Huaca Pucllana,en,gastronomia,"Food was pretty generic. I wasn't too impressed. The entire time I couldnt tell who our waiter was, each time someone approached the table it was someone different. Really uncomfortable. Nice view.","aspecto: gastronomia reseña: Food was pretty generic. I wasn't too impressed. The entire time I couldnt tell who our waiter was, each time someone approached the table it was someone different. Really uncomfortable. Nice view.",neutro,consenso_v2
gm_6461f37e1890bdc3__aforo_multitudes,gm_6461f37e1890bdc3,Museo de Sitio Huaca Pucllana,en,aforo_multitudes,"Food was pretty generic. I wasn't too impressed. The entire time I couldnt tell who our waiter was, each time someone approached the table it was someone different. Really uncomfortable. Nice view.","aspecto: aforo_multitudes reseña: Food was pretty generic. I wasn't too impressed. The entire time I couldnt tell who our waiter was, each time someone approached the table it was someone different. Really uncomfortable. Nice view.",negativo,consenso_v2
gm_5d494971327c1be2__atractivos,gm_5d494971327c1be2,Reserva Nacional de Paracas,es,atractivos,"Es una playa tranquila, limpia, inclusive se puede acampar. El acceso es solo con vehículo particular.","aspecto: atractivos reseña: Es una playa tranquila, limpia, inclusive se puede acampar. El acceso es solo con vehículo particular.",positivo,consenso_v2
gm_5d494971327c1be2__accesibilidad,gm_5d494971327c1be2,Reserva Nacional de Paracas,es,accesibilidad,"Es una playa tranquila, limpia, inclusive se puede acampar. El acceso es solo con vehículo particular.","aspecto: accesibilidad reseña: Es una playa tranquila, limpia, inclusive se puede acampar. El acceso es solo con vehículo particular.",neutro,consenso_v2
gm_5d494971327c1be2__limpieza,gm_5d494971327c1be2,Reserva Nacional de Paracas,es,limpieza,"Es una playa tranquila, limpia, inclusive se puede acampar. El acceso es solo con vehículo particular.","aspecto: limpieza reseña: Es una playa tranquila, limpia, inclusive se puede acampar. El acceso es solo con vehículo particular.",positivo,consenso_v2
gm_baeba4b736292145__atractivos,gm_baeba4b736292145,Museo Tumbas Reales del Señor de Sipán,es,atractivos,"Dispones de cochera pagada dentro del recinto. Tú bolso te harán dejarlo en consigna. Se permite hacer fotos sin flash. Una de las pegas es que dentro del recinto no hay bancas para sentarse, ni árboles que ayuden con el sol. Parece que no te tienes que sentir muy cómodo en el lugar. Es mejor informarte antes de ir sobre la historia, las guías te dan información occidentalizada.","aspecto: atractivos reseña: Dispones de cochera pagada dentro del recinto. Tú bolso te harán dejarlo en consigna. Se permite hacer fotos sin flash. Una de las pegas es que dentro del recinto no hay bancas para sentarse, ni árboles que ayuden con el sol. Parece que no te tienes que sentir muy cómodo en el lugar. Es mejor informarte antes de ir sobre la historia, las guías te dan información occidentalizada.",neutro,consenso_v2
gm_baeba4b736292145__atencion_servicio,gm_baeba4b736292145,Museo Tumbas Reales del Señor de Sipán,es,atencion_servicio,"Dispones de cochera pagada dentro del recinto. Tú bolso te harán dejarlo en consigna. Se permite hacer fotos sin flash. Una de las pegas es que dentro del recinto no hay bancas para sentarse, ni árboles que ayuden con el sol. Parece que no te tienes que sentir muy cómodo en el lugar. Es mejor informarte antes de ir sobre la historia, las guías te dan información occidentalizada.","aspecto: atencion_servicio reseña: Dispones de cochera pagada dentro del recinto. Tú bolso te harán dejarlo en consigna. Se permite hacer fotos sin flash. Una de las pegas es que dentro del recinto no hay bancas para sentarse, ni árboles que ayuden con el sol. Parece que no te tienes que sentir muy cómodo en el lugar. Es mejor informarte antes de ir sobre la historia, las guías te dan información occidentalizada.",neutro,consenso_v2
gm_baeba4b736292145__clima,gm_baeba4b736292145,Museo Tumbas Reales del Señor de Sipán,es,clima,"Dispones de cochera pagada dentro del recinto. Tú bolso te harán dejarlo en consigna. Se permite hacer fotos sin flash. Una de las pegas es que dentro del recinto no hay bancas para sentarse, ni árboles que ayuden con el sol. Parece que no te tienes que sentir muy cómodo en el lugar. Es mejor informarte antes de ir sobre la historia, las guías te dan información occidentalizada.","aspecto: clima reseña: Dispones de cochera pagada dentro del recinto. Tú bolso te harán dejarlo en consigna. Se permite hacer fotos sin flash. Una de las pegas es que dentro del recinto no hay bancas para sentarse, ni árboles que ayuden con el sol. Parece que no te tienes que sentir muy cómodo en el lugar. Es mejor informarte antes de ir sobre la historia, las guías te dan información occidentalizada.",neutro,consenso_v2
gm_ed4f0df5935a3f1c__atractivos,gm_ed4f0df5935a3f1c,Valle del Colca,es,atractivos,"El recorrido es hermoso , el lugar te deja sin palabras , es maravilloso, les recomiendo aprovechar el tiempo y observar lo bello que es este lugar , a veces el teléfono y las fotos y demás nos roba estos bellos momentos en conecta con la naturaleza, es muy mágico","aspecto: atractivos reseña: El recorrido es hermoso , el lugar te deja sin palabras , es maravilloso, les recomiendo aprovechar el tiempo y observar lo bello que es este lugar , a veces el teléfono y las fotos y demás nos roba estos bellos momentos en conecta con la naturaleza, es muy mágico",positivo,consenso_v2
gm_ed4f0df5935a3f1c__seguridad,gm_ed4f0df5935a3f1c,Valle del Colca,es,seguridad,"El recorrido es hermoso , el lugar te deja sin palabras , es maravilloso, les recomiendo aprovechar el tiempo y observar lo bello que es este lugar , a veces el teléfono y las fotos y demás nos roba estos bellos momentos en conecta con la naturaleza, es muy mágico","aspecto: seguridad reseña: El recorrido es hermoso , el lugar te deja sin palabras , es maravilloso, les recomiendo aprovechar el tiempo y observar lo bello que es este lugar , a veces el teléfono y las fotos y demás nos roba estos bellos momentos en conecta con la naturaleza, es muy mágico",negativo,consenso_v2
gm_43e41af601d21684__gastronomia,gm_43e41af601d21684,Museo de Sitio Huaca Pucllana,es,gastronomia,"No vale lo que cuesta. Lo único rico fue el pulpo a la crema de ají. De allí, el arroz masacotudo, el lomo saltado nada generoso, con papas fritas aguachentas, cortes muy grandes, nada jugoso. El ají de gallina, nada especial, simplón. Lo que da pena es la cantidad de turistas que van y que no se llevarán la real impresión del buen sabor de la comida peruana.","aspecto: gastronomia reseña: No vale lo que cuesta. Lo único rico fue el pulpo a la crema de ají. De allí, el arroz masacotudo, el lomo saltado nada generoso, con papas fritas aguachentas, cortes muy grandes, nada jugoso. El ají de gallina, nada especial, simplón. Lo que da pena es la cantidad de turistas que van y que no se llevarán la real impresión del buen sabor de la comida peruana.",positivo,consenso_v2
gm_d2b3e708e806ae3e__atractivos,gm_d2b3e708e806ae3e,Santuario Histórico de Machu Picchu,es,atractivos,"Es impresionasen esta ciudad. Afortunadamente es la se ha nada ocasión que voy, esta vez tomé el circuito 4 por qué no conseguimos boletos para los demás circuitos. Recomiendo ir al circuito 4 cuando quieras una experiencia más enriquecedora o bien, ya tengas tu foto típica de la ciudad. Lo mejor de este circuito es que tienes acceso a una montaña cercana en la que puedes subir y se ve todo machu Pichu desde otra perspectiva. Tardas unos 20 min en subir, es pesado y da mucho vértigo pero la experiencia lo vale.","aspecto: atractivos reseña: Es impresionasen esta ciudad. Afortunadamente es la se ha nada ocasión que voy, esta vez tomé el circuito 4 por qué no conseguimos boletos para los demás circuitos. Recomiendo ir al circuito 4 cuando quieras una experiencia más enriquecedora o bien, ya tengas tu foto típica de la ciudad. Lo mejor de este circuito es que tienes acceso a una montaña cercana en la que puedes subir y se ve todo machu Pichu desde otra perspectiva. Tardas unos 20 min en subir, es pesado y da mucho vértigo pero la experiencia lo vale.",positivo,consenso_v2
gm_d2b3e708e806ae3e__costos,gm_d2b3e708e806ae3e,Santuario Histórico de Machu Picchu,es,costos,"Es impresionasen esta ciudad. Afortunadamente es la se ha nada ocasión que voy, esta vez tomé el circuito 4 por qué no conseguimos boletos para los demás circuitos. Recomiendo ir al circuito 4 cuando quieras una experiencia más enriquecedora o bien, ya tengas tu foto típica de la ciudad. Lo mejor de este circuito es que tienes acceso a una montaña cercana en la que puedes subir y se ve todo machu Pichu desde otra perspectiva. Tardas unos 20 min en subir, es pesado y da mucho vértigo pero la experiencia lo vale.","aspecto: costos reseña: Es impresionasen esta ciudad. Afortunadamente es la se ha nada ocasión que voy, esta vez tomé el circuito 4 por qué no conseguimos boletos para los demás circuitos. Recomiendo ir al circuito 4 cuando quieras una experiencia más enriquecedora o bien, ya tengas tu foto típica de la ciudad. Lo mejor de este circuito es que tienes acceso a una montaña cercana en la que puedes subir y se ve todo machu Pichu desde otra perspectiva. Tardas unos 20 min en subir, es pesado y da mucho vértigo pero la experiencia lo vale.",neutro,consenso_v2
gm_d2b3e708e806ae3e__accesibilidad,gm_d2b3e708e806ae3e,Santuario Histórico de Machu Picchu,es,accesibilidad,"Es impresionasen esta ciudad. Afortunadamente es la se ha nada ocasión que voy, esta vez tomé el circuito 4 por qué no conseguimos boletos para los demás circuitos. Recomiendo ir al circuito 4 cuando quieras una experiencia más enriquecedora o bien, ya tengas tu foto típica de la ciudad. Lo mejor de este circuito es que tienes acceso a una montaña cercana en la que puedes subir y se ve todo machu Pichu desde otra perspectiva. Tardas unos 20 min en subir, es pesado y da mucho vértigo pero la experiencia lo vale.","aspecto: accesibilidad reseña: Es impresionasen esta ciudad. Afortunadamente es la se ha nada ocasión que voy, esta vez tomé el circuito 4 por qué no conseguimos boletos para los demás circuitos. Recomiendo ir al circuito 4 cuando quieras una experiencia más enriquecedora o bien, ya tengas tu foto típica de la ciudad. Lo mejor de este circuito es que tienes acceso a una montaña cercana en la que puedes subir y se ve todo machu Pichu desde otra perspectiva. Tardas unos 20 min en subir, es pesado y da mucho vértigo pero la experiencia lo vale.",positivo,consenso_v2
gm_8bcf1ecd9d98cbc3__atractivos,gm_8bcf1ecd9d98cbc3,Circuito Mágico del Agua,es,atractivos,"Lugar agradable para pasarlo wb familia, cuenta con todos los servicios y protocolos de seguridad","aspecto: atractivos reseña: Lugar agradable para pasarlo wb familia, cuenta con todos los servicios y protocolos de seguridad",neutro,consenso_v2
gm_8bcf1ecd9d98cbc3__seguridad,gm_8bcf1ecd9d98cbc3,Circuito Mágico del Agua,es,seguridad,"Lugar agradable para pasarlo wb familia, cuenta con todos los servicios y protocolos de seguridad","aspecto: seguridad reseña: Lugar agradable para pasarlo wb familia, cuenta con todos los servicios y protocolos de seguridad",positivo,consenso_v2
gm_8bcf1ecd9d98cbc3__atencion_servicio,gm_8bcf1ecd9d98cbc3,Circuito Mágico del Agua,es,atencion_servicio,"Lugar agradable para pasarlo wb familia, cuenta con todos los servicios y protocolos de seguridad","aspecto: atencion_servicio reseña: Lugar agradable para pasarlo wb familia, cuenta con todos los servicios y protocolos de seguridad",neutro,consenso_v2
gm_9dcd7bd96daac8f5__atractivos,gm_9dcd7bd96daac8f5,Valle del Colca,en,atractivos,"Not worth the journey, view is not spectacular. Too much of a hassle to see a few condors.","aspecto: atractivos reseña: Not worth the journey, view is not spectacular. Too much of a hassle to see a few condors.",negativo,consenso_v2
gm_9dcd7bd96daac8f5__costos,gm_9dcd7bd96daac8f5,Valle del Colca,en,costos,"Not worth the journey, view is not spectacular. Too much of a hassle to see a few condors.","aspecto: costos reseña: Not worth the journey, view is not spectacular. Too much of a hassle to see a few condors.",positivo,consenso_v2
gm_efa315bdeb981621__atractivos,gm_efa315bdeb981621,Museo de Sitio Huaca Pucllana,es,atractivos,"Es un lugar bonito para visitar, mucha historia. Me parece que el recorido es muy corto, dura solo una hora y los guias lo hacen como si estuvieran de afán, no dan tiempo para detallar las estructuras, casi ni para tomar fotos. Asi este nublado hace un poquito de calor.","aspecto: atractivos reseña: Es un lugar bonito para visitar, mucha historia. Me parece que el recorido es muy corto, dura solo una hora y los guias lo hacen como si estuvieran de afán, no dan tiempo para detallar las estructuras, casi ni para tomar fotos. Asi este nublado hace un poquito de calor.",positivo,consenso_v2
gm_efa315bdeb981621__atencion_servicio,gm_efa315bdeb981621,Museo de Sitio Huaca Pucllana,es,atencion_servicio,"Es un lugar bonito para visitar, mucha historia. Me parece que el recorido es muy corto, dura solo una hora y los guias lo hacen como si estuvieran de afán, no dan tiempo para detallar las estructuras, casi ni para tomar fotos. Asi este nublado hace un poquito de calor.","aspecto: atencion_servicio reseña: Es un lugar bonito para visitar, mucha historia. Me parece que el recorido es muy corto, dura solo una hora y los guias lo hacen como si estuvieran de afán, no dan tiempo para detallar las estructuras, casi ni para tomar fotos. Asi este nublado hace un poquito de calor.",neutro,consenso_v2
gm_efa315bdeb981621__clima,gm_efa315bdeb981621,Museo de Sitio Huaca Pucllana,es,clima,"Es un lugar bonito para visitar, mucha historia. Me parece que el recorido es muy corto, dura solo una hora y los guias lo hacen como si estuvieran de afán, no dan tiempo para detallar las estructuras, casi ni para tomar fotos. Asi este nublado hace un poquito de calor.","aspecto: clima reseña: Es un lugar bonito para visitar, mucha historia. Me parece que el recorido es muy corto, dura solo una hora y los guias lo hacen como si estuvieran de afán, no dan tiempo para detallar las estructuras, casi ni para tomar fotos. Asi este nublado hace un poquito de calor.",negativo,consenso_v2
gm_cbb0f963e7320065__atractivos,gm_cbb0f963e7320065,Monasterio de Santa Catalina,es,atractivos,"Una historia muy interesante...puedes preguntar y tus dudas serán resueltas, las guías muy lindas...te explican muy bien todo🥰","aspecto: atractivos reseña: Una historia muy interesante...puedes preguntar y tus dudas serán resueltas, las guías muy lindas...te explican muy bien todo🥰",positivo,consenso_v2
gm_cbb0f963e7320065__atencion_servicio,gm_cbb0f963e7320065,Monasterio de Santa Catalina,es,atencion_servicio,"Una historia muy interesante...puedes preguntar y tus dudas serán resueltas, las guías muy lindas...te explican muy bien todo🥰","aspecto: atencion_servicio reseña: Una historia muy interesante...puedes preguntar y tus dudas serán resueltas, las guías muy lindas...te explican muy bien todo🥰",positivo,consenso_v2
gm_7ff5c67e5cf44f41__atractivos,gm_7ff5c67e5cf44f41,Monasterio de Santa Catalina,es,atractivos,"Excelente lugar, aunque nos horarios, nos pasó que nuestra entrada era a las 5pm según su sistema y ya estaban cerrando, es algo que deben definir sobre los horarios. Su aplicación de guía falta mucho por mejorar y agregar una opción de RA. Por otro lado, me agrado que el personal cuidara mucho las imágenes y cuartos del lugar.","aspecto: atractivos reseña: Excelente lugar, aunque nos horarios, nos pasó que nuestra entrada era a las 5pm según su sistema y ya estaban cerrando, es algo que deben definir sobre los horarios. Su aplicación de guía falta mucho por mejorar y agregar una opción de RA. Por otro lado, me agrado que el personal cuidara mucho las imágenes y cuartos del lugar.",neutro,consenso_v2
gm_7ff5c67e5cf44f41__costos,gm_7ff5c67e5cf44f41,Monasterio de Santa Catalina,es,costos,"Excelente lugar, aunque nos horarios, nos pasó que nuestra entrada era a las 5pm según su sistema y ya estaban cerrando, es algo que deben definir sobre los horarios. Su aplicación de guía falta mucho por mejorar y agregar una opción de RA. Por otro lado, me agrado que el personal cuidara mucho las imágenes y cuartos del lugar.","aspecto: costos reseña: Excelente lugar, aunque nos horarios, nos pasó que nuestra entrada era a las 5pm según su sistema y ya estaban cerrando, es algo que deben definir sobre los horarios. Su aplicación de guía falta mucho por mejorar y agregar una opción de RA. Por otro lado, me agrado que el personal cuidara mucho las imágenes y cuartos del lugar.",neutro,consenso_v2
gm_7ff5c67e5cf44f41__accesibilidad,gm_7ff5c67e5cf44f41,Monasterio de Santa Catalina,es,accesibilidad,"Excelente lugar, aunque nos horarios, nos pasó que nuestra entrada era a las 5pm según su sistema y ya estaban cerrando, es algo que deben definir sobre los horarios. Su aplicación de guía falta mucho por mejorar y agregar una opción de RA. Por otro lado, me agrado que el personal cuidara mucho las imágenes y cuartos del lugar.","aspecto: accesibilidad reseña: Excelente lugar, aunque nos horarios, nos pasó que nuestra entrada era a las 5pm según su sistema y ya estaban cerrando, es algo que deben definir sobre los horarios. Su aplicación de guía falta mucho por mejorar y agregar una opción de RA. Por otro lado, me agrado que el personal cuidara mucho las imágenes y cuartos del lugar.",neutro,consenso_v2
gm_7ff5c67e5cf44f41__atencion_servicio,gm_7ff5c67e5cf44f41,Monasterio de Santa Catalina,es,atencion_servicio,"Excelente lugar, aunque nos horarios, nos pasó que nuestra entrada era a las 5pm según su sistema y ya estaban cerrando, es algo que deben definir sobre los horarios. Su aplicación de guía falta mucho por mejorar y agregar una opción de RA. Por otro lado, me agrado que el personal cuidara mucho las imágenes y cuartos del lugar.","aspecto: atencion_servicio reseña: Excelente lugar, aunque nos horarios, nos pasó que nuestra entrada era a las 5pm según su sistema y ya estaban cerrando, es algo que deben definir sobre los horarios. Su aplicación de guía falta mucho por mejorar y agregar una opción de RA. Por otro lado, me agrado que el personal cuidara mucho las imágenes y cuartos del lugar.",neutro,consenso_v2
gm_d71394dddc41cc01__atractivos,gm_d71394dddc41cc01,Santuario Histórico de Machu Picchu,en,atractivos,I really hate 1 star reviews for this historical site but I am writing one. Due to the protests in September of 2025 we were unable to get our train to Aguas Caliente. I completely support people's right to protest and was unwilling to travel to MP during this dispute. Some people travelled by van for 5 hours and walked for several more miles to access the town. I chose to stay in Ollantaytambo for a couple of extra days which was really enjoyable. I am giving MP 1 star because despite the issues people have accessing MP their refund process is impossible. I was told I need to submit personal information including pictures of my passport. They sent me a link to do this. The link does not say anything about the purpose of why I am submitting this information. I am wary of providing this information without a guarantee of getting a refund. The ticketing website has no information about asking for refunds. Surely they are aware that thousands of people were unable to go to MP due to the strike. Perurail actually sent an email explaining the refund process. I imagine the ministry of tourism made quite a bit of money from no-show tickets.,aspecto: atractivos reseña: I really hate 1 star reviews for this historical site but I am writing one. Due to the protests in September of 2025 we were unable to get our train to Aguas Caliente. I completely support people's right to protest and was unwilling to travel to MP during this dispute. Some people travelled by van for 5 hours and walked for several more miles to access the town. I chose to stay in Ollantaytambo for a couple of extra days which was really enjoyable. I am giving MP 1 star because despite the issues people have accessing MP their refund process is impossible. I was told I need to submit personal information including pictures of my passport. They sent me a link to do this. The link does not say anything about the purpose of why I am submitting this information. I am wary of providing this information without a guarantee of getting a refund. The ticketing website has no information about asking for refunds. Surely they are aware that thousands of people were unable to go to MP due to the strike. Perurail actually sent an email explaining the refund process. I imagine the ministry of tourism made quite a bit of money from no-show tickets.,positivo,consenso_v2
gm_d71394dddc41cc01__costos,gm_d71394dddc41cc01,Santuario Histórico de Machu Picchu,en,costos,I really hate 1 star reviews for this historical site but I am writing one. Due to the protests in September of 2025 we were unable to get our train to Aguas Caliente. I completely support people's right to protest and was unwilling to travel to MP during this dispute. Some people travelled by van for 5 hours and walked for several more miles to access the town. I chose to stay in Ollantaytambo for a couple of extra days which was really enjoyable. I am giving MP 1 star because despite the issues people have accessing MP their refund process is impossible. I was told I need to submit personal information including pictures of my passport. They sent me a link to do this. The link does not say anything about the purpose of why I am submitting this information. I am wary of providing this information without a guarantee of getting a refund. The ticketing website has no information about asking for refunds. Surely they are aware that thousands of people were unable to go to MP due to the strike. Perurail actually sent an email explaining the refund process. I imagine the ministry of tourism made quite a bit of money from no-show tickets.,aspecto: costos reseña: I really hate 1 star reviews for this historical site but I am writing one. Due to the protests in September of 2025 we were unable to get our train to Aguas Caliente. I completely support people's right to protest and was unwilling to travel to MP during this dispute. Some people travelled by van for 5 hours and walked for several more miles to access the town. I chose to stay in Ollantaytambo for a couple of extra days which was really enjoyable. I am giving MP 1 star because despite the issues people have accessing MP their refund process is impossible. I was told I need to submit personal information including pictures of my passport. They sent me a link to do this. The link does not say anything about the purpose of why I am submitting this information. I am wary of providing this information without a guarantee of getting a refund. The ticketing website has no information about asking for refunds. Surely they are aware that thousands of people were unable to go to MP due to the strike. Perurail actually sent an email explaining the refund process. I imagine the ministry of tourism made quite a bit of money from no-show tickets.,neutro,consenso_v2
gm_d71394dddc41cc01__seguridad,gm_d71394dddc41cc01,Santuario Histórico de Machu Picchu,en,seguridad,I really hate 1 star reviews for this historical site but I am writing one. Due to the protests in September of 2025 we were unable to get our train to Aguas Caliente. I completely support people's right to protest and was unwilling to travel to MP during this dispute. Some people travelled by van for 5 hours and walked for several more miles to access the town. I chose to stay in Ollantaytambo for a couple of extra days which was really enjoyable. I am giving MP 1 star because despite the issues people have accessing MP their refund process is impossible. I was told I need to submit personal information including pictures of my passport. They sent me a link to do this. The link does not say anything about the purpose of why I am submitting this information. I am wary of providing this information without a guarantee of getting a refund. The ticketing website has no information about asking for refunds. Surely they are aware that thousands of people were unable to go to MP due to the strike. Perurail actually sent an email explaining the refund process. I imagine the ministry of tourism made quite a bit of money from no-show tickets.,aspecto: seguridad reseña: I really hate 1 star reviews for this historical site but I am writing one. Due to the protests in September of 2025 we were unable to get our train to Aguas Caliente. I completely support people's right to protest and was unwilling to travel to MP during this dispute. Some people travelled by van for 5 hours and walked for several more miles to access the town. I chose to stay in Ollantaytambo for a couple of extra days which was really enjoyable. I am giving MP 1 star because despite the issues people have accessing MP their refund process is impossible. I was told I need to submit personal information including pictures of my passport. They sent me a link to do this. The link does not say anything about the purpose of why I am submitting this information. I am wary of providing this information without a guarantee of getting a refund. The ticketing website has no information about asking for refunds. Surely they are aware that thousands of people were unable to go to MP due to the strike. Perurail actually sent an email explaining the refund process. I imagine the ministry of tourism made quite a bit of money from no-show tickets.,negativo,consenso_v2
gm_d71394dddc41cc01__accesibilidad,gm_d71394dddc41cc01,Santuario Histórico de Machu Picchu,en,accesibilidad,I really hate 1 star reviews for this historical site but I am writing one. Due to the protests in September of 2025 we were unable to get our train to Aguas Caliente. I completely support people's right to protest and was unwilling to travel to MP during this dispute. Some people travelled by van for 5 hours and walked for several more miles to access the town. I chose to stay in Ollantaytambo for a couple of extra days which was really enjoyable. I am giving MP 1 star because despite the issues people have accessing MP their refund process is impossible. I was told I need to submit personal information including pictures of my passport. They sent me a link to do this. The link does not say anything about the purpose of why I am submitting this information. I am wary of providing this information without a guarantee of getting a refund. The ticketing website has no information about asking for refunds. Surely they are aware that thousands of people were unable to go to MP due to the strike. Perurail actually sent an email explaining the refund process. I imagine the ministry of tourism made quite a bit of money from no-show tickets.,aspecto: accesibilidad reseña: I really hate 1 star reviews for this historical site but I am writing one. Due to the protests in September of 2025 we were unable to get our train to Aguas Caliente. I completely support people's right to protest and was unwilling to travel to MP during this dispute. Some people travelled by van for 5 hours and walked for several more miles to access the town. I chose to stay in Ollantaytambo for a couple of extra days which was really enjoyable. I am giving MP 1 star because despite the issues people have accessing MP their refund process is impossible. I was told I need to submit personal information including pictures of my passport. They sent me a link to do this. The link does not say anything about the purpose of why I am submitting this information. I am wary of providing this information without a guarantee of getting a refund. The ticketing website has no information about asking for refunds. Surely they are aware that thousands of people were unable to go to MP due to the strike. Perurail actually sent an email explaining the refund process. I imagine the ministry of tourism made quite a bit of money from no-show tickets.,negativo,consenso_v2
