review_uid,destination,language_review,aspecto,stars,sentiment_by_stars,n_cues_neg,cues_neg,calidad_senal,text_clean,input_modelo,sugerencia_heuristica,label
gm_b840ef233bb1c683,Líneas y Geoglifos de Nasca y Palpa,es,atencion_servicio,4,positivo,1,evitar,media,"Anímate a visitar las enigmáticas Líneas de Nasca Las Líneas de Nasca son unos curiosos geoglifos (figuras construidas en cerros usando piedras). Se encuentran localizadas en las Pampas de Jumana, en el desierto de Nasca, entre esta ciudad y Palpa en Perú. Algunas de las líneas poseen un ancho de entre los 40 y los 210 centímetros y se extienden por 520 km², y otras incluso se prolongan hasta un área de 800 km². El principal atractivo son las Líneas de Nasca, las cuales se pueden ver desde una avioneta o subiendo a las colinas cercanas, dado que estas se han mantenido en buen estado debido al buen clima que tiene la ciudad. Asimismo, puedes visitar museos y los alrededores del lugar. El costo aproximado del pasaje en avioneta bordea los USD 100 dólares por persona, a lo que se le suma unos 30 soles por impuestos aeroportuarios. Conviene hacer el recorrido aéreo durante las primeras horas de la mañana, ya que es cuando suele estar más despejado y hay menos viento, lo que favorecerá tu visibilidad y te permitirá tomar mejores fotos. En promedio, el recorrido dura unos 30 minutos, y en el trayecto podrás observar 12 figuras, entre ellas el mono, la araña, el pelícano, entre otros. No te preocupes mucho por el clima, no por nada Nazca es conocida como «la ciudad del eterno verano». El clima es soleado y seco durante todo el año, con una temperatura promedio de 23°C aunque puede llegar hasta los 30°C entre los meses de enero y marzo. Si vas a sobrevolar las Líneas de Nazca es importante que lleves una casaca cortavientos, pues puede haber vientos huracanados en el desierto. Recuerda que el vuelo dura unos 30 minutos aproximadamente (lleva pastillas para el mareo, por si acaso). Al ser un clima soleado y cálido, no olvides tu bloqueador, lentes de sol y otros objetos “veraniegos”. Si eres de los que temen las turbulencias, te recomendamos volar las Líneas de Nazca por la mañana, y así evitar los fuertes vientos de la tarde. Que te diviertas..!!! Si te gusto la información dale ""Like""","aspecto: atencion_servicio reseña: Anímate a visitar las enigmáticas Líneas de Nasca Las Líneas de Nasca son unos curiosos geoglifos (figuras construidas en cerros usando piedras). Se encuentran localizadas en las Pampas de Jumana, en el desierto de Nasca, entre esta ciudad y Palpa en Perú. Algunas de las líneas poseen un ancho de entre los 40 y los 210 centímetros y se extienden por 520 km², y otras incluso se prolongan hasta un área de 800 km². El principal atractivo son las Líneas de Nasca, las cuales se pueden ver desde una avioneta o subiendo a las colinas cercanas, dado que estas se han mantenido en buen estado debido al buen clima que tiene la ciudad. Asimismo, puedes visitar museos y los alrededores del lugar. El costo aproximado del pasaje en avioneta bordea los USD 100 dólares por persona, a lo que se le suma unos 30 soles por impuestos aeroportuarios. Conviene hacer el recorrido aéreo durante las primeras horas de la mañana, ya que es cuando suele estar más despejado y hay menos viento, lo que favorecerá tu visibilidad y te permitirá tomar mejores fotos. En promedio, el recorrido dura unos 30 minutos, y en el trayecto podrás observar 12 figuras, entre ellas el mono, la araña, el pelícano, entre otros. No te preocupes mucho por el clima, no por nada Nazca es conocida como «la ciudad del eterno verano». El clima es soleado y seco durante todo el año, con una temperatura promedio de 23°C aunque puede llegar hasta los 30°C entre los meses de enero y marzo. Si vas a sobrevolar las Líneas de Nazca es importante que lleves una casaca cortavientos, pues puede haber vientos huracanados en el desierto. Recuerda que el vuelo dura unos 30 minutos aproximadamente (lleva pastillas para el mareo, por si acaso). Al ser un clima soleado y cálido, no olvides tu bloqueador, lentes de sol y otros objetos “veraniegos”. Si eres de los que temen las turbulencias, te recomendamos volar las Líneas de Nazca por la mañana, y así evitar los fuertes vientos de la tarde. Que te diviertas..!!! Si te gusto la información dale ""Like""",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_076d757e47212feb,Monasterio de Santa Catalina,en,atencion_servicio,4,positivo,2,closed;expensive,alta,"Amazing Place, you can spend at least 1,5 hours there. Only thing that bothered me was the price. 45 Soles is veery expensive, even though it is nicely restaurated and you can download an app to guide you around. Also sadly the viewpoint was closed on the day we were there 🥲","aspecto: atencion_servicio reseña: Amazing Place, you can spend at least 1,5 hours there. Only thing that bothered me was the price. 45 Soles is veery expensive, even though it is nicely restaurated and you can download an app to guide you around. Also sadly the viewpoint was closed on the day we were there 🥲",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_e3851acec23bff80,Museo Tumbas Reales del Señor de Sipán,es,atencion_servicio,5,positivo,2,cuidado;rude,alta,"Realmente el museo es muy lindo, las piezas que verán son extraordinarias, pueden ir en la mañana hay poca gente, pueden contratar a un guía que les haga el tour o hacerlos solos, no está prohibido usar cámaras, lo único que es te prohíben usar es el flash, así que tengan cuidado porfavor ya que ví algún par de imprudentes usar el flash y eso daña las piezas, lo malo es que no hay adentro nadie que regule ese detalle, así que tengan cuidado :)","aspecto: atencion_servicio reseña: Realmente el museo es muy lindo, las piezas que verán son extraordinarias, pueden ir en la mañana hay poca gente, pueden contratar a un guía que les haga el tour o hacerlos solos, no está prohibido usar cámaras, lo único que es te prohíben usar es el flash, así que tengan cuidado porfavor ya que ví algún par de imprudentes usar el flash y eso daña las piezas, lo malo es que no hay adentro nadie que regule ese detalle, así que tengan cuidado :)",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_d54ff9b92f08e7f1,Museo de Sitio Huaca Pucllana,en,atencion_servicio,2,negativo,2,terrible,alta,"The site is fascinating but the English tour guide was terrible, she walked extremely fast and wouldn’t wait for the people to start the next explanation. Terrible accent she seem like she was in a hurry to get it over soon. I’ll have to read more about it.","aspecto: atencion_servicio reseña: The site is fascinating but the English tour guide was terrible, she walked extremely fast and wouldn’t wait for the people to start the next explanation. Terrible accent she seem like she was in a hurry to get it over soon. I’ll have to read more about it.",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_4b338a359040e5e4,Reserva Nacional de Paracas,es,atencion_servicio,4,positivo,2,caro;cobran,alta,"El problema es el costo, estan en un lugar recervado para la naturaleza y cobran lo que quieren, la atencion y todo lo demas esta excelente pero sigue siendo muy caro la naturaleza no le cuesta a nadie, y ellos sni siquieran aportan con obras a las comunidades cercanas, acampen en carpas y busquen colaborar co la poblacion amigos turistas. Por la comida en todo es peru es fabuloza y que el estado se preocupe por la seguridad. He dicho","aspecto: atencion_servicio reseña: El problema es el costo, estan en un lugar recervado para la naturaleza y cobran lo que quieren, la atencion y todo lo demas esta excelente pero sigue siendo muy caro la naturaleza no le cuesta a nadie, y ellos sni siquieran aportan con obras a las comunidades cercanas, acampen en carpas y busquen colaborar co la poblacion amigos turistas. Por la comida en todo es peru es fabuloza y que el estado se preocupe por la seguridad. He dicho",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_1f3705b7a33b3383,Santuario Histórico de Machu Picchu,es,atencion_servicio,5,positivo,3,avoid;crowded;evitar,alta,"Machu Picchu is an ancient Incan citadel located high in the Andes Mountains of Peru. The site is one of the most iconic and breathtakingly beautiful destinations in the world, attracting millions of visitors every year. To reach Machu Picchu, visitors can either hike the famous Inca Trail or take a train from the nearby town of Cusco. Once there, visitors can explore the ruins of the citadel, which include impressive structures such as temples, terraces, and plazas. The intricate stonework and engineering feats of the Incas are truly awe-inspiring. While Machu Picchu can get crowded, especially during peak season, there are ways to avoid the crowds and make the most of the experience. One option is to visit early in the morning or later in the afternoon when there are fewer visitors. Another option is to take a guided tour, which can provide insight into the history and significance of the site. Overall, Machu Picchu is a must-see destination for anyone visiting Peru or South America. The beauty, history, and cultural significance of the site are truly unmatched, and it's an experience that will stay with you for a lifetime. Machu Picchu es una antigua ciudadela inca ubicada en lo alto de las montañas de los Andes en Perú. El sitio es uno de los destinos más icónicos y impresionantemente hermosos del mundo, atrayendo a millones de visitantes cada año. Para llegar a Machu Picchu, los visitantes pueden hacer la famosa Camino Inca o tomar un tren desde la cercana ciudad de Cusco. Una vez allí, los visitantes pueden explorar las ruinas de la ciudadela, que incluyen impresionantes estructuras como templos, terrazas y plazas. La intrincada obra de piedra y los logros de ingeniería de los incas son realmente impresionantes. Aunque Machu Picchu puede llenarse de turistas, especialmente durante la temporada alta, hay formas de evitar las multitudes y aprovechar al máximo la experiencia. Una opción es visitar temprano en la mañana o más tarde por la tarde, cuando hay menos visitantes. Otra opción es tomar un recorrido guiado, que puede proporcionar información sobre la historia y la importancia del sitio. En general, Machu Picchu es un destino imperdible para cualquier persona que visite Perú o América del Sur. La belleza, la historia y la importancia cultural del sitio son realmente incomparables, y es una experiencia que permanecerá contigo para toda la vida.","aspecto: atencion_servicio reseña: Machu Picchu is an ancient Incan citadel located high in the Andes Mountains of Peru. The site is one of the most iconic and breathtakingly beautiful destinations in the world, attracting millions of visitors every year. To reach Machu Picchu, visitors can either hike the famous Inca Trail or take a train from the nearby town of Cusco. Once there, visitors can explore the ruins of the citadel, which include impressive structures such as temples, terraces, and plazas. The intricate stonework and engineering feats of the Incas are truly awe-inspiring. While Machu Picchu can get crowded, especially during peak season, there are ways to avoid the crowds and make the most of the experience. One option is to visit early in the morning or later in the afternoon when there are fewer visitors. Another option is to take a guided tour, which can provide insight into the history and significance of the site. Overall, Machu Picchu is a must-see destination for anyone visiting Peru or South America. The beauty, history, and cultural significance of the site are truly unmatched, and it's an experience that will stay with you for a lifetime. Machu Picchu es una antigua ciudadela inca ubicada en lo alto de las montañas de los Andes en Perú. El sitio es uno de los destinos más icónicos y impresionantemente hermosos del mundo, atrayendo a millones de visitantes cada año. Para llegar a Machu Picchu, los visitantes pueden hacer la famosa Camino Inca o tomar un tren desde la cercana ciudad de Cusco. Una vez allí, los visitantes pueden explorar las ruinas de la ciudadela, que incluyen impresionantes estructuras como templos, terrazas y plazas. La intrincada obra de piedra y los logros de ingeniería de los incas son realmente impresionantes. Aunque Machu Picchu puede llenarse de turistas, especialmente durante la temporada alta, hay formas de evitar las multitudes y aprovechar al máximo la experiencia. Una opción es visitar temprano en la mañana o más tarde por la tarde, cuando hay menos visitantes. Otra opción es tomar un recorrido guiado, que puede proporcionar información sobre la historia y la importancia del sitio. En general, Machu Picchu es un destino imperdible para cualquier persona que visite Perú o América del Sur. La belleza, la historia y la importancia cultural del sitio son realmente incomparables, y es una experiencia que permanecerá contigo para toda la vida.",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_87265a2798ae1cb0,Valle del Colca,en,atencion_servicio,5,positivo,1,expensive,media,"A very beautiful trekking area and unlike anywhere else in Peru. We spent two days trekking this area without a guide or tour, which is totally unnecessary in this canyon. The trails couldn’t be easier to follow and the whole area is perfect for fit hikers but beginner trekkers. Don’t be fooled though, the steep drop into the canyon and painful return climb to the rim are harder than most hikes, and reminiscent of those found in the Grand Canyon. We did the long classic route which descends to Llahuar and loops to San Juan before climbing back up to Cabanaconde. This is typically done over three days but we got to Llahuar by 10:00 on day one so competed the second days hike as well. That day was around 20+ kilometers and tough but rewarding. The next morning, we climbed from San Juan to the rim, which was quite a bit longer and tougher than expected. We had decided to skip San Galle which is on most trek itineraries as it is the most touristy of the villages in the canyon. We stayed at Colibri Lodge for our night inside, which was one of the nicer guesthouse we found in South America. No reservation, just got lucky with a walk in and they had availability for us. The only downside of trekking here are the ridiculously limited bus options. Unless you are coming from or going to Arequipa, there really aren’t any public buses available. There are a handful of tourist buses, but they all make lame stops at expensive restaurants, viewpoints, etc and cost $50-65 USD for Puno or Cusco. We didn’t want to go all the way back to Arequipa since we were headed to Cusco, and managed to find a public bus option to get there without backtracking. It included a few steps and a little adventure, but cost just 50 soles and was actually pretty easy. And let’s face it, you wouldn’t be trekking in Peru if you didn’t like adventure. If you want specific info on the trekking routes and distances, how to do this without a guide, or most importantly all of the transport options for accessing the canyon and then getting to places other than Arequipa, search our name, Career Break Adventures and Colca Canyon or something of that nature. Have fun and enjoy the trek!","aspecto: atencion_servicio reseña: A very beautiful trekking area and unlike anywhere else in Peru. We spent two days trekking this area without a guide or tour, which is totally unnecessary in this canyon. The trails couldn’t be easier to follow and the whole area is perfect for fit hikers but beginner trekkers. Don’t be fooled though, the steep drop into the canyon and painful return climb to the rim are harder than most hikes, and reminiscent of those found in the Grand Canyon. We did the long classic route which descends to Llahuar and loops to San Juan before climbing back up to Cabanaconde. This is typically done over three days but we got to Llahuar by 10:00 on day one so competed the second days hike as well. That day was around 20+ kilometers and tough but rewarding. The next morning, we climbed from San Juan to the rim, which was quite a bit longer and tougher than expected. We had decided to skip San Galle which is on most trek itineraries as it is the most touristy of the villages in the canyon. We stayed at Colibri Lodge for our night inside, which was one of the nicer guesthouse we found in South America. No reservation, just got lucky with a walk in and they had availability for us. The only downside of trekking here are the ridiculously limited bus options. Unless you are coming from or going to Arequipa, there really aren’t any public buses available. There are a handful of tourist buses, but they all make lame stops at expensive restaurants, viewpoints, etc and cost $50-65 USD for Puno or Cusco. We didn’t want to go all the way back to Arequipa since we were headed to Cusco, and managed to find a public bus option to get there without backtracking. It included a few steps and a little adventure, but cost just 50 soles and was actually pretty easy. And let’s face it, you wouldn’t be trekking in Peru if you didn’t like adventure. If you want specific info on the trekking routes and distances, how to do this without a guide, or most importantly all of the transport options for accessing the canyon and then getting to places other than Arequipa, search our name, Career Break Adventures and Colca Canyon or something of that nature. Have fun and enjoy the trek!",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_3e33613ca72b369d,Centro Histórico de Lima,en,atencion_servicio,5,positivo,1,closed,media,This was definitely a highlight. The square has closed down the streets to walk through like a shopping centre. I would definitely recommend going at night time to see it lit up. It felt very safe as well as they have national and local police everywhere. There is also local guides that speak English to help you out if you need to get somewhere!,aspecto: atencion_servicio reseña: This was definitely a highlight. The square has closed down the streets to walk through like a shopping centre. I would definitely recommend going at night time to see it lit up. It felt very safe as well as they have national and local police everywhere. There is also local guides that speak English to help you out if you need to get somewhere!,negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_e3e3343e63375fa7,Circuito Mágico del Agua,es,atencion_servicio,5,positivo,3,basura;cuidado;pesimo,alta,"Ha mejorado mucho este hermoso parque, mucha seguridad y siempre el agua es magica. Muy economico entrar (4 soles o 1 dolar). Hay buenas rutas para llegar aqui, tanto en el metropolitano como servicio de taxi y uber; ademas, el Estadio principal de la ciudad es un buen referente. Recomiendo llegar comenzando la noche y en semana, para que no lo coja la tarde despues. Los baños, relativamente aseados. Considero que es uno de los parques mejor cuidados de la ciudad (nada que ver con el pesimo parque de las leyendas). Como en esta epoca del año, ventea mucho y hace frio, ir bien abrigado. Apoyar a los que trabajan allí, en especial los fotografos. Los comestibles, no hay mucha oferta pero por favor, no generar basuras ni tirarlas, es triste ver esa indisciplina de muchos peruanos que no ayudan a cuidar sus propios parques. Agrego una foto, con el mapa del lugar.","aspecto: atencion_servicio reseña: Ha mejorado mucho este hermoso parque, mucha seguridad y siempre el agua es magica. Muy economico entrar (4 soles o 1 dolar). Hay buenas rutas para llegar aqui, tanto en el metropolitano como servicio de taxi y uber; ademas, el Estadio principal de la ciudad es un buen referente. Recomiendo llegar comenzando la noche y en semana, para que no lo coja la tarde despues. Los baños, relativamente aseados. Considero que es uno de los parques mejor cuidados de la ciudad (nada que ver con el pesimo parque de las leyendas). Como en esta epoca del año, ventea mucho y hace frio, ir bien abrigado. Apoyar a los que trabajan allí, en especial los fotografos. Los comestibles, no hay mucha oferta pero por favor, no generar basuras ni tirarlas, es triste ver esa indisciplina de muchos peruanos que no ayudan a cuidar sus propios parques. Agrego una foto, con el mapa del lugar.",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_066f85a7b9cae951,Ciudadela de Kuélap,es,atencion_servicio,5,positivo,1,lleno,media,"Todo salió perfecto la visita a Kuelap, hay 2 pagos que se realiza, uno por usar el teleférico y otro para ingresar al complejo de kuelap, para pagar el ingreso a kuelap hay un personal del ministerio de cultura en el teleférico que te orienta comparlo desde la pagina web. Adicional si deseas contratar un guía en mismo kuelap te cuesta 50 a 60 soles, yo opté por contratar un guía local para que pueda explicar a mi familia caa rincón del complejo que está lleno de mucha historia","aspecto: atencion_servicio reseña: Todo salió perfecto la visita a Kuelap, hay 2 pagos que se realiza, uno por usar el teleférico y otro para ingresar al complejo de kuelap, para pagar el ingreso a kuelap hay un personal del ministerio de cultura en el teleférico que te orienta comparlo desde la pagina web. Adicional si deseas contratar un guía en mismo kuelap te cuesta 50 a 60 soles, yo opté por contratar un guía local para que pueda explicar a mi familia caa rincón del complejo que está lleno de mucha historia",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_c75a15b583c0d2a6,Líneas y Geoglifos de Nasca y Palpa,es,atencion_servicio,5,positivo,1,evitar,media,"n un desierto de Nazca, se encuentran estos enigmáticos dibujos y líneas que los arqueólogos las denominan Geogliflos y que hasta el día de hoy no encuentran una explicación del como y el porque fueron construidos, solo como un detalle no son visibles desde el nivel del suelo, fueron hechos para ser vistos desde lo alto y las evidencias de las culturas de esa época, evidenciaban de que hubieran necesitado tecnologías superiores que no les correspondería ni a la época ni lugar. Según información de nuestro guía, las líneas rectas son tan perfectas que su desviación geométrica medida, no llegan al 2 por 1000 (2 metros por cada kilómetro) La Líneas de Nazca más representativas son los figuras de animales, entre ellos: colibríes, cóndores, garza, la grulla, el pelícano, gaviota, mono, araña, caracol, perro con patas y cola larga, figura antropomorfa, dos llamas, etc. Reptiles como el lagarto, cortado por la carretera Panamericana Sur, la iguana, lagartija, y una serpiente. Además de Líneas rectas a manera de pistas de aterrizaje, mezclado con espirales. Su perfecto estado de conservación se debe María Reiche Neumann, alemana que dedico su vida a limpiar y literalmente barrer las líneas para evitar su destrucción y es gracias a ella que la Unesco inscribió a “ Las líneas y Geogliflos de Nazca y de Pampas de Jumana” como Patrimonio de la Humanidad.","aspecto: atencion_servicio reseña: n un desierto de Nazca, se encuentran estos enigmáticos dibujos y líneas que los arqueólogos las denominan Geogliflos y que hasta el día de hoy no encuentran una explicación del como y el porque fueron construidos, solo como un detalle no son visibles desde el nivel del suelo, fueron hechos para ser vistos desde lo alto y las evidencias de las culturas de esa época, evidenciaban de que hubieran necesitado tecnologías superiores que no les correspondería ni a la época ni lugar. Según información de nuestro guía, las líneas rectas son tan perfectas que su desviación geométrica medida, no llegan al 2 por 1000 (2 metros por cada kilómetro) La Líneas de Nazca más representativas son los figuras de animales, entre ellos: colibríes, cóndores, garza, la grulla, el pelícano, gaviota, mono, araña, caracol, perro con patas y cola larga, figura antropomorfa, dos llamas, etc. Reptiles como el lagarto, cortado por la carretera Panamericana Sur, la iguana, lagartija, y una serpiente. Además de Líneas rectas a manera de pistas de aterrizaje, mezclado con espirales. Su perfecto estado de conservación se debe María Reiche Neumann, alemana que dedico su vida a limpiar y literalmente barrer las líneas para evitar su destrucción y es gracias a ella que la Unesco inscribió a “ Las líneas y Geogliflos de Nazca y de Pampas de Jumana” como Patrimonio de la Humanidad.",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_150c89ac59b02629,Monasterio de Santa Catalina,en,atencion_servicio,5,positivo,2,horrible,alta,"Well worth the entry fee, even if you are not particularly interested in catholic religion. We explored the monastery by ourselves, just using the audio guide and the map on the brochure they gave us at the entry. The buildings are very well conserved and the expositions clear and interesting. Only the café could be better, the food was truly horrible (microwaved food that didn´t taste as if it was supposed to be prepared in a microwave...).","aspecto: atencion_servicio reseña: Well worth the entry fee, even if you are not particularly interested in catholic religion. We explored the monastery by ourselves, just using the audio guide and the map on the brochure they gave us at the entry. The buildings are very well conserved and the expositions clear and interesting. Only the café could be better, the food was truly horrible (microwaved food that didn´t taste as if it was supposed to be prepared in a microwave...).",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_756a91a137370469,Museo Tumbas Reales del Señor de Sipán,es,atencion_servicio,1,negativo,1,pesimo,alta,"Pésimo la organización, por correo nos dijeron a las 10 AM, llegamos al lugar 30 minutos y dijeron que podríamos ingresar recién a la 1 pm","aspecto: atencion_servicio reseña: Pésimo la organización, por correo nos dijeron a las 10 AM, llegamos al lugar 30 minutos y dijeron que podríamos ingresar recién a la 1 pm",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_40c83b090ea2b667,Museo de Sitio Huaca Pucllana,en,atencion_servicio,5,positivo,2,closed;expensive,alta,"The tour lasts approximately 1.5 hours with a tour guide who will explain the history of the site and the people who inhabited in it to the group. Our guide was very attentive and answered any and all questions we threw her way. I certainly recommend this tour for anyone staying a couple of days in Lima. Entrance is inexpensive (less than $20 soles from what I remember, and kids & elderly have steep discounts). You must make reservations in the website and pay via cash or card at the site. Take comfortable and closed-toe shoes and a mask. *yes, there are Llamas and Alpacas but you cannot touch them *","aspecto: atencion_servicio reseña: The tour lasts approximately 1.5 hours with a tour guide who will explain the history of the site and the people who inhabited in it to the group. Our guide was very attentive and answered any and all questions we threw her way. I certainly recommend this tour for anyone staying a couple of days in Lima. Entrance is inexpensive (less than $20 soles from what I remember, and kids & elderly have steep discounts). You must make reservations in the website and pay via cash or card at the site. Take comfortable and closed-toe shoes and a mask. *yes, there are Llamas and Alpacas but you cannot touch them *",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_648000e42958e44b,Reserva Nacional de Paracas,es,atencion_servicio,4,positivo,2,basura;cobran,alta,"Una playa muy hermosa, gratis, sin rocas, con arena fina, está muy bien controlada, tiene un unico ingreso resguardado por seguridad q cuidan que no se ingrese mucho plástico. Agua limpia y orillas sin nada de basura. Cobran el uso de vestidor (algo un poco absurdo) pero me imagino es para pagar personal que limpia.","aspecto: atencion_servicio reseña: Una playa muy hermosa, gratis, sin rocas, con arena fina, está muy bien controlada, tiene un unico ingreso resguardado por seguridad q cuidan que no se ingrese mucho plástico. Agua limpia y orillas sin nada de basura. Cobran el uso de vestidor (algo un poco absurdo) pero me imagino es para pagar personal que limpia.",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_9b748c0e1431423c,Santuario Histórico de Machu Picchu,es,atencion_servicio,5,positivo,3,cobran;cuidado;estafa,alta,"Machu Picchu ⛰ La forma más barata de visitar Machu Picchu es teniendo tiempo: ⛰ De Cusco tomar un transfer hasta Ollantaytambo temprano en la mañana y el trayecto dura 1 hora con 30 minutos. La agencia te recoge en el hospedaje. ⛰ Luego otro viaje en tren local y como es tan solicitado por los propios Peruanos, toca hacer la reserva con tiempo para poder encontrar cupos; la prioridad es para los locales. ⛰ Para subir a las ruinas, el paquete incluye la entrada pero si llegas por ti mismo; existen dos formas: la paga y la gratis. Puedes usar el bus que vale para extranjeros 12 dólares por trayecto. Aceptan efectivo y tarjeta. El viaje tarda 25 minutos. ⛰ La forma gratis es subir toda la montaña en un sendero señalizado y la subida dura casi tres horas. La bajada una hora y media. ⛰ Regresar a la hora pactada con la agencia para volver a Ollantaytambo y después a Cusco. ⛰ Para este plan las agencias cobran 200 soles e incluye: - Transporte ida y vuelta de Cusco a Ollantaytambo. - Transporte ida y vuelta en tren local. - Bus subida y bajada hasta ruinas de Machu Picchu. - Ingreso a Machu Picchu. - Guía profesional. ⛰ Toca contratar con cuidado porque a veces las agencias estafan dejando a la gente de pie en el tren durante el viaje. ⛰ Es poco común encontrar este tipo de paquetes porque les conviene vender el plan turístico que sale más del doble de costoso. ⛰ También puedes hacer el trekking por la hidroeléctrica y quedándote a dormir en el pueblo; es otro tipo de plan también económico. ⛰ Datos por si vas por tu cuenta en un sólo día: * Transfer ida y vuelta a Ollantaytambo: 25 ☀️ * Tren turístico hasta Aguascalientes: Desde 50 dólares el trayecto. * Bus ida y vuelta hasta ruinas: 12 dólares/trayecto. * Entrada a ruinas: 64 ☀️ para la comunidad andina. * Guía (opcional): 20 ☀️ si el grupo es de +de 8 personas. * Almuerzo en el pueblo: desde 25 ☀️.","aspecto: atencion_servicio reseña: Machu Picchu ⛰ La forma más barata de visitar Machu Picchu es teniendo tiempo: ⛰ De Cusco tomar un transfer hasta Ollantaytambo temprano en la mañana y el trayecto dura 1 hora con 30 minutos. La agencia te recoge en el hospedaje. ⛰ Luego otro viaje en tren local y como es tan solicitado por los propios Peruanos, toca hacer la reserva con tiempo para poder encontrar cupos; la prioridad es para los locales. ⛰ Para subir a las ruinas, el paquete incluye la entrada pero si llegas por ti mismo; existen dos formas: la paga y la gratis. Puedes usar el bus que vale para extranjeros 12 dólares por trayecto. Aceptan efectivo y tarjeta. El viaje tarda 25 minutos. ⛰ La forma gratis es subir toda la montaña en un sendero señalizado y la subida dura casi tres horas. La bajada una hora y media. ⛰ Regresar a la hora pactada con la agencia para volver a Ollantaytambo y después a Cusco. ⛰ Para este plan las agencias cobran 200 soles e incluye: - Transporte ida y vuelta de Cusco a Ollantaytambo. - Transporte ida y vuelta en tren local. - Bus subida y bajada hasta ruinas de Machu Picchu. - Ingreso a Machu Picchu. - Guía profesional. ⛰ Toca contratar con cuidado porque a veces las agencias estafan dejando a la gente de pie en el tren durante el viaje. ⛰ Es poco común encontrar este tipo de paquetes porque les conviene vender el plan turístico que sale más del doble de costoso. ⛰ También puedes hacer el trekking por la hidroeléctrica y quedándote a dormir en el pueblo; es otro tipo de plan también económico. ⛰ Datos por si vas por tu cuenta en un sólo día: * Transfer ida y vuelta a Ollantaytambo: 25 ☀️ * Tren turístico hasta Aguascalientes: Desde 50 dólares el trayecto. * Bus ida y vuelta hasta ruinas: 12 dólares/trayecto. * Entrada a ruinas: 64 ☀️ para la comunidad andina. * Guía (opcional): 20 ☀️ si el grupo es de +de 8 personas. * Almuerzo en el pueblo: desde 25 ☀️.",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_b253313b4904c03b,Valle del Colca,en,atencion_servicio,5,positivo,1,expensive,media,"Very nice landscape, it is just difficult to find a good guide/tour. I took a more expensive one but it was really worth it","aspecto: atencion_servicio reseña: Very nice landscape, it is just difficult to find a good guide/tour. I took a more expensive one but it was really worth it",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_991452ccd7140f8d,Centro Histórico de Lima,en,atencion_servicio,4,positivo,1,dangerous,media,"The main square of Lima or Plaza de Armas is a beautiful colonial place. It offers great views of the cathedral, government palace, and the balconies in the other buildings. The main problem around here is that it could be dangerous. Even though the police officers, there are thieves that will try to take advantage of any carelessness. Be careful with your staff and try to keep your cameras, cellphones, or other valuables in a safe place. Be aware if anybody is following you and try to don’t have your backpack unattended even when you’re walking.","aspecto: atencion_servicio reseña: The main square of Lima or Plaza de Armas is a beautiful colonial place. It offers great views of the cathedral, government palace, and the balconies in the other buildings. The main problem around here is that it could be dangerous. Even though the police officers, there are thieves that will try to take advantage of any carelessness. Be careful with your staff and try to keep your cameras, cellphones, or other valuables in a safe place. Be aware if anybody is following you and try to don’t have your backpack unattended even when you’re walking.",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
